transaction_id,ngo_id,amount,days_since_donation,ngo_avg_verification_time,ngo_pending_ratio,is_round_number,hour_of_day,is_anomalous,reason
T01588,NGO007,37106.24,4.31,38.16,0.11,False,11,0,
T01589,NGO007,14245.48,0.22,42.41,0.08,False,17,0,
T01590,NGO007,32962.94,2.96,33.5,0.04,False,11,0,
T01591,NGO007,12919.21,7.19,35.66,0.09,False,16,0,
T01592,NGO007,17301.9,4.58,33.03,0.14,False,13,0,
T01593,NGO007,16499.19,8.68,35.03,0.11,False,8,0,
T01594,NGO007,20412.44,1.97,39.27,0.09,False,11,0,
T01595,NGO007,17527.02,2.81,38.31,0.12,False,14,0,
T01596,NGO007,6169.49,8.67,40.71,0.05,False,18,0,
T01597,NGO007,29524.3,5.74,36.66,0.05,False,12,0,
T01598,NGO007,9428.61,1.94,32.67,0.11,False,11,0,
T01599,NGO007,12747.63,4.78,37.34,0.05,False,8,0,
T01600,NGO007,19911.5,7.51,36.36,0.07,False,18,0,
T01601,NGO007,11896.89,8.62,38.57,0.09,False,17,0,
T01602,NGO007,14519.76,6.2,39.53,0.1,False,10,0,
T01603,NGO007,16598.79,5.51,38.04,0.12,False,14,0,
T01604,NGO007,13595.23,7.14,41.68,0.1,False,9,0,
T01605,NGO007,23463.2,8.24,35.86,0.11,False,17,0,
T01606,NGO007,35510.13,1.04,34.04,0.13,False,14,0,
T01607,NGO007,13661.11,10.01,39.97,0.11,False,8,0,
T01608,NGO007,15875.77,5.12,35.71,0.11,False,7,0,
T01609,NGO007,13096.84,6.47,37.04,0.06,False,9,0,
T01610,NGO007,9386.96,6.94,38.98,0.15,False,10,0,
T01611,NGO008,14700.12,3.34,49.11,0.29,False,13,0,
T01612,NGO008,26763.06,1.38,48.99,0.3,False,16,0,
T01613,NGO008,13476.24,11.0,50.36,0.26,False,14,0,
T01614,NGO008,65552.67,7.7,50.67,0.21,False,9,0,
T01615,NGO008,45900.31,6.49,45.27,0.25,False,15,0,
T01616,NGO008,10317.27,3.48,46.59,0.28,False,10,0,
T01617,NGO008,12712.36,8.75,48.56,0.25,False,4,1,Disbursement created at unusual hour (4:00)
T01618,NGO008,15177.8,8.64,48.38,0.28,False,17,0,
T01619,NGO008,9468.4,12.27,50.17,0.24,False,12,0,
T01620,NGO008,27104.09,0.13,43.69,0.29,False,16,0,
T01621,NGO008,17891.78,3.26,43.62,0.21,False,12,0,
T01622,NGO008,15840.04,8.69,364.63,0.25,False,17,1,Unusually slow bill verification for this NGO (365h)
T01623,NGO008,14832.12,7.25,45.91,0.28,False,15,0,
T01624,NGO008,10907.82,5.63,50.02,0.26,False,16,0,
T01625,NGO008,15476.58,6.78,49.4,0.23,False,17,0,
T01626,NGO008,5867.51,5.84,49.05,0.22,False,19,0,
T01627,NGO008,5065.67,6.09,48.6,0.32,False,13,0,
T01628,NGO008,28975.73,6.56,51.24,0.28,False,9,0,
T01629,NGO008,14926.09,9.59,46.35,0.28,False,13,0,
T01630,NGO008,15918.32,4.5,45.5,0.3,False,9,0,
T01631,NGO008,16919.81,11.0,46.99,0.31,False,13,0,
T01632,NGO008,9287.15,7.1,51.88,0.29,False,13,0,
T01633,NGO008,13068.54,8.49,40.62,0.24,False,15,0,
T01634,NGO008,14224.05,4.75,47.91,0.28,False,17,0,
T01635,NGO008,14612.36,4.79,50.88,0.33,False,15,0,
T01636,NGO008,53878.75,4.31,46.6,0.28,False,16,0,
T01637,NGO008,17972.21,5.54,50.22,0.31,False,8,0,
T01638,NGO008,11750.67,4.07,50.68,0.28,False,14,0,
T01639,NGO008,8028.68,5.1,48.77,0.25,False,15,0,
T01640,NGO008,11933.65,5.85,45.36,0.29,False,14,0,
T01641,NGO008,11554.76,0.16,48.87,0.27,False,14,0,
T01642,NGO008,14406.14,12.84,45.59,0.24,False,10,0,
T01643,NGO008,13706.06,3.59,49.5,0.31,False,14,0,
T01644,NGO008,17272.31,5.68,43.88,0.26,False,13,0,
T01645,NGO008,13269.31,4.32,46.32,0.68,False,14,1,NGO has unusually high pending/unverified disbursement ratio (68%)
T01646,NGO008,10249.11,10.51,48.1,0.28,False,16,0,
T01647,NGO008,20994.25,9.72,42.64,0.26,False,16,0,
T01648,NGO008,6887.34,5.09,43.96,0.28,False,5,0,
T01649,NGO008,31169.18,6.55,55.16,0.28,False,16,0,
T01650,NGO008,14252.0,9.29,49.22,0.25,False,10,0,
T01651,NGO008,25445.48,5.88,47.8,0.28,False,14,0,
T01652,NGO008,9285.58,8.2,50.58,0.29,False,8,0,
T01653,NGO008,16085.81,9.41,49.41,0.33,False,10,0,
T01654,NGO008,12426.38,5.13,45.67,0.25,False,6,0,
T01655,NGO008,23412.27,4.63,44.09,0.25,False,11,0,
T01656,NGO008,9599.53,6.27,46.57,0.29,False,19,0,
T01657,NGO008,19039.2,4.04,45.25,0.27,False,14,0,
T01658,NGO008,31497.78,2.75,51.34,0.29,False,13,0,
T01659,NGO008,13248.86,1.36,46.69,0.32,False,14,0,
T01660,NGO008,30913.34,6.99,46.81,0.28,False,16,0,
T01661,NGO008,8482.81,7.84,50.31,0.31,False,17,0,
T01662,NGO008,21205.97,8.61,46.98,0.32,False,9,0,
T01663,NGO008,15992.78,11.71,49.51,0.27,False,11,0,
T01664,NGO008,9369.99,5.18,42.31,0.24,False,7,0,
T01665,NGO008,11261.47,0.65,47.71,0.27,False,15,0,
T01666,NGO008,15556.8,5.56,46.96,0.32,False,15,0,
T01667,NGO008,22050.72,3.2,46.81,0.3,False,10,0,
T01668,NGO008,23057.68,8.93,46.52,0.27,False,11,0,
T01669,NGO008,18816.54,1.47,47.78,0.29,False,11,0,
T01670,NGO008,4246.07,10.5,47.43,0.22,False,11,0,
T01671,NGO008,16271.88,3.53,48.78,0.26,False,17,0,
T01672,NGO008,12798.5,2.37,48.53,0.28,False,15,0,
T01673,NGO008,14340.25,4.8,42.05,0.33,False,14,0,
T01674,NGO008,24673.73,4.21,48.93,0.31,False,7,0,
T01675,NGO008,48382.57,12.89,43.58,0.3,False,8,0,
T01676,NGO008,17990.15,11.3,49.98,0.22,False,14,0,
T01677,NGO008,8420.23,4.89,50.75,0.3,False,18,0,
T01678,NGO008,20606.16,2.35,50.36,0.22,False,19,0,
T01679,NGO008,30693.9,6.17,44.52,0.29,False,12,0,
T01680,NGO008,11210.48,2.85,188.45,0.27,False,12,1,Unusually slow bill verification for this NGO (188h)
T01681,NGO008,24724.09,6.63,46.45,0.26,False,13,0,
T01682,NGO008,14456.51,2.73,51.11,0.28,False,14,0,
T01683,NGO008,11906.42,8.73,46.52,0.94,False,5,1,NGO has unusually high pending/unverified disbursement ratio (94%)
T01684,NGO008,9212.1,7.68,51.27,0.26,False,17,0,
T01685,NGO008,7862.92,2.52,46.93,0.32,False,11,0,
T01686,NGO008,11716.9,7.51,53.6,0.23,False,7,0,
T01687,NGO008,35598.02,5.35,43.19,0.22,False,12,0,
T01688,NGO008,13576.55,0.24,56.14,0.28,False,16,1,Disbursed within hours of donation arriving
T01689,NGO008,10180.68,4.85,49.46,0.33,False,14,0,
T01690,NGO008,21161.78,2.39,52.29,0.26,False,15,0,
T01691,NGO008,16852.17,2.32,46.83,0.31,False,13,0,
T01692,NGO008,16130.92,4.26,48.2,0.28,False,15,0,
T01693,NGO008,16735.35,5.27,44.19,0.28,False,14,0,
T01694,NGO008,8937.65,3.46,46.44,0.32,False,15,0,
T01695,NGO008,13363.11,5.35,47.38,0.25,False,11,0,
T01696,NGO008,14063.69,9.29,51.93,0.27,False,16,0,
T01697,NGO008,27827.18,2.23,49.7,0.34,False,16,0,
T01698,NGO008,35515.2,10.21,49.09,0.29,False,9,0,
T01699,NGO008,33651.2,4.38,47.23,0.27,False,9,0,
T01700,NGO008,18486.81,5.82,47.93,0.28,False,10,0,
T01701,NGO008,16741.58,4.44,45.29,0.26,False,15,0,
T01702,NGO008,22054.16,3.5,45.76,0.29,False,14,0,
T01703,NGO008,8146.72,0.27,46.09,0.32,False,19,0,
T01704,NGO008,44674.02,1.44,41.66,0.3,False,11,0,
T01705,NGO008,26299.18,6.68,45.12,0.24,False,13,0,
T01706,NGO008,23941.73,10.13,50.08,0.25,False,10,0,
T01707,NGO008,23829.34,5.3,52.56,0.28,False,11,0,
T01708,NGO008,16226.27,11.33,48.71,0.29,False,10,0,
T01709,NGO008,37549.86,4.37,52.81,0.24,False,9,0,
T01710,NGO008,6198.25,7.93,44.83,0.26,False,15,0,
T01711,NGO008,13302.35,0.67,44.85,0.25,False,17,0,
T01712,NGO008,18129.54,10.93,50.8,0.25,False,18,0,
T01713,NGO008,21432.66,7.93,45.75,0.26,False,11,0,
T01714,NGO008,17339.28,3.53,50.83,0.29,False,15,0,
T01715,NGO008,27093.93,8.55,43.84,0.26,False,15,0,
T01716,NGO008,16694.72,7.57,44.97,0.33,False,8,0,
T01717,NGO008,34494.45,6.19,50.08,0.31,False,13,0,
T01718,NGO008,14180.84,5.89,44.4,0.3,False,10,0,
T01719,NGO008,21534.27,4.38,41.86,0.25,False,12,0,
T01720,NGO008,13737.56,2.9,48.2,0.3,False,15,0,
T01721,NGO008,10346.86,6.36,49.14,0.28,False,14,0,
T01722,NGO008,20713.92,2.96,45.7,0.3,False,8,0,
T01723,NGO008,14437.49,0.95,49.22,0.23,False,13,0,
T01724,NGO008,18604.79,4.84,55.73,0.26,False,12,0,
T01725,NGO008,12803.88,2.65,50.75,0.28,False,15,0,
T01726,NGO008,13756.71,3.33,46.45,0.23,False,18,0,
T01727,NGO008,18968.08,10.7,49.59,0.27,False,10,0,
T01728,NGO008,7631.4,2.48,49.01,0.25,False,6,0,
T01729,NGO008,15328.8,10.8,49.81,0.28,False,11,0,
T01730,NGO008,11840.24,5.91,48.79,0.23,False,10,0,
T01731,NGO008,22238.96,5.68,47.56,0.31,False,10,0,
T01732,NGO008,45492.82,6.45,46.79,0.25,False,14,0,
T01733,NGO008,64650.07,4.55,49.89,0.22,False,12,0,
T01734,NGO008,15215.05,6.37,47.28,0.74,False,14,1,NGO has unusually high pending/unverified disbursement ratio (74%)
T01735,NGO008,11160.75,3.15,45.21,0.26,False,14,0,
T01736,NGO008,33513.69,2.55,53.47,0.23,False,13,0,
T01737,NGO008,15866.93,7.69,42.97,0.27,False,13,0,
T01738,NGO008,36471.47,5.77,44.17,0.25,False,22,0,
T01739,NGO008,10459.71,7.11,43.88,0.23,False,7,0,
T01740,NGO008,22034.15,8.83,49.03,0.25,False,14,0,
T01741,NGO008,37721.33,4.01,51.64,0.27,False,10,0,
T01742,NGO008,15317.64,13.8,51.72,0.28,False,15,0,
T01743,NGO008,16449.74,0.32,48.72,0.28,False,11,0,
T01744,NGO008,14635.27,0.1,52.04,0.27,False,18,0,
T01745,NGO008,28767.91,5.38,42.88,0.24,False,9,0,
T01746,NGO008,11891.66,7.63,46.9,0.28,False,17,0,
T01747,NGO008,24960.32,0.56,45.53,0.22,False,10,0,
T01748,NGO008,25265.03,7.76,41.01,0.27,False,14,0,
T01749,NGO008,20950.4,6.69,49.69,0.23,False,12,0,
T01750,NGO008,16103.71,8.07,42.21,0.28,False,13,0,
T01751,NGO008,14655.48,4.83,51.87,0.22,False,13,0,
T01752,NGO008,10875.81,8.81,49.73,0.24,False,14,0,
T01753,NGO008,21799.26,8.66,43.89,0.28,False,11,0,
T01754,NGO008,17118.82,4.34,42.23,0.28,False,17,0,
T01755,NGO008,20480.3,5.88,45.05,0.28,False,17,0,
T01756,NGO008,47651.23,6.99,45.03,0.25,False,14,0,
T01757,NGO008,15446.74,5.35,47.51,0.25,False,15,0,
T01758,NGO008,14035.91,9.12,45.67,0.31,False,13,0,
T01759,NGO008,16226.25,6.85,53.59,0.31,False,14,0,
T01760,NGO008,22029.41,7.42,46.79,0.28,False,16,0,
T01761,NGO008,10225.39,8.11,46.96,0.3,False,12,0,
T01762,NGO008,15075.77,7.18,43.1,0.29,False,15,0,
T01763,NGO008,7905.6,8.01,43.02,0.26,False,9,0,
T01764,NGO008,26166.23,2.86,44.23,0.3,False,10,0,
T01765,NGO008,13570.1,11.18,53.6,0.33,False,12,0,
T01766,NGO008,18319.04,5.22,48.54,0.24,False,14,0,
T01767,NGO008,5816.7,8.14,46.74,0.24,False,10,0,
T01768,NGO008,37545.81,0.67,52.81,0.26,False,12,0,
T01769,NGO008,14837.0,6.34,48.19,0.2,False,13,0,
T01770,NGO008,6291.33,8.76,44.5,0.25,False,9,0,
T01771,NGO008,26457.73,4.35,45.51,0.26,False,14,0,
T01772,NGO008,36151.34,6.85,48.78,0.28,False,11,0,
T01773,NGO008,9852.66,0.3,49.38,0.29,False,16,0,
T01774,NGO008,5455.91,5.61,46.65,0.27,False,10,0,
T01775,NGO008,7780.81,6.89,51.72,0.3,False,14,0,
T01776,NGO008,18853.39,2.79,46.44,0.26,False,15,0,
T01777,NGO008,13323.57,9.12,46.55,0.27,False,15,0,
T01778,NGO008,9359.36,9.34,46.2,0.26,False,8,0,
T01779,NGO008,19936.88,5.62,48.91,0.33,False,9,0,
T01780,NGO008,16663.96,7.64,48.46,0.25,False,15,0,
T01781,NGO008,55871.91,0.61,50.18,0.23,False,9,0,
T01782,NGO008,29295.07,6.64,43.52,0.27,False,17,0,
T01783,NGO008,17498.2,4.1,53.58,0.29,False,14,0,
T01784,NGO008,24925.89,3.58,43.24,0.3,False,19,0,
T01785,NGO008,12264.3,2.72,50.94,0.28,False,12,0,
T01786,NGO008,21989.28,0.43,43.66,0.27,False,13,0,
T01787,NGO008,8140.3,1.05,49.19,0.25,False,16,0,
T01788,NGO008,5968.63,6.03,41.94,0.28,False,8,0,
T01789,NGO008,24255.95,6.8,48.97,0.3,False,12,0,
T01790,NGO008,10359.76,8.35,50.92,0.26,False,12,0,
T01791,NGO008,21802.86,1.0,45.31,0.24,False,13,0,
T01792,NGO008,29498.07,3.4,49.8,0.33,False,10,0,
T01793,NGO008,36107.71,3.86,47.93,0.29,False,8,0,
T01794,NGO008,9165.69,3.35,48.72,0.27,False,7,0,
T01795,NGO008,16092.55,6.54,47.53,0.26,False,11,0,
T01796,NGO008,12393.2,8.44,44.47,0.27,False,8,0,
T01797,NGO008,47488.64,3.22,51.14,0.26,False,13,0,
T01798,NGO008,23602.9,2.22,43.32,0.31,False,12,0,
T01799,NGO008,38987.95,7.24,49.75,0.27,False,14,0,
T01800,NGO008,29711.1,8.03,48.54,0.3,False,11,0,
T01801,NGO008,46617.39,8.7,50.03,0.28,False,10,0,
T01802,NGO008,10125.68,5.57,43.87,0.3,False,15,0,
T01803,NGO008,13905.37,5.41,44.69,0.26,False,17,0,
T01804,NGO008,12765.56,8.84,44.21,0.26,False,14,0,
T01805,NGO008,7005.67,7.29,50.85,0.28,False,18,0,
T01806,NGO008,12796.83,2.8,45.33,0.25,False,12,0,
T01807,NGO008,6098.89,7.44,46.21,0.23,False,11,0,
T01808,NGO008,47757.55,7.16,45.35,0.29,False,11,0,
T01809,NGO008,15249.45,1.32,50.77,0.26,False,16,0,
T01810,NGO008,25559.97,91.44,53.12,0.31,False,13,1,Donation sat unspent for 91 days before disbursement
T01811,NGO008,26852.26,6.46,48.04,0.28,False,12,0,
T01812,NGO008,17509.93,4.56,52.68,0.21,False,11,0,
T01813,NGO008,21077.03,2.54,44.37,0.25,False,13,0,
T01814,NGO008,8032.69,4.54,41.14,0.24,False,9,0,
T01815,NGO008,15362.82,6.4,45.37,0.27,False,14,0,
T01816,NGO008,12620.44,6.86,48.87,0.3,False,11,0,
T01817,NGO008,10963.66,5.05,47.3,0.28,False,5,0,
T01818,NGO008,20992.25,9.4,45.77,0.26,False,16,0,
T01819,NGO008,19595.37,6.6,45.42,0.29,False,12,0,
T01820,NGO008,26559.68,4.74,49.13,0.28,False,17,0,
T01821,NGO008,13875.9,2.34,46.33,0.24,False,15,0,
T01822,NGO008,31927.93,9.64,48.11,0.26,False,8,0,
T01823,NGO008,7240.59,7.7,46.72,0.21,False,10,0,
T01824,NGO008,43748.51,3.64,48.47,0.33,False,14,0,
T01825,NGO008,30242.55,5.41,46.22,0.25,False,18,0,
T01826,NGO008,12724.07,10.3,45.13,0.29,False,9,0,
T01827,NGO008,17151.16,8.26,45.96,0.3,False,12,0,
T01828,NGO008,67875.61,8.56,50.53,0.27,False,11,0,
T01829,NGO008,15222.03,6.67,45.98,0.22,False,11,0,
T01830,NGO008,13344.67,9.31,48.32,0.25,False,15,0,
T01831,NGO008,6539.47,1.51,46.67,0.21,False,10,0,
T01832,NGO008,7688.36,4.47,50.4,0.3,False,12,0,
T01833,NGO008,14322.27,6.99,50.22,0.32,False,16,0,
T01834,NGO008,17865.51,7.56,41.54,0.25,False,14,0,
T01835,NGO008,8246.14,4.8,46.88,0.27,False,10,0,
T01836,NGO008,16543.25,9.52,54.14,0.23,False,7,0,
T01837,NGO008,22803.37,5.82,47.57,0.27,False,20,0,
T01838,NGO008,43449.03,5.42,41.85,0.27,False,13,0,
T01839,NGO008,13789.67,4.86,45.49,0.3,False,10,0,
T01840,NGO008,10733.18,0.87,44.46,0.22,False,14,0,
T01841,NGO009,9495.5,3.7,49.64,0.08,False,11,0,
T01842,NGO009,7330.58,5.02,47.31,0.11,False,9,0,
T01843,NGO009,14765.47,3.18,39.43,0.1,False,13,0,
T01844,NGO009,29874.83,5.77,37.31,0.14,False,16,0,
T01845,NGO009,13685.5,10.8,49.78,0.13,False,3,0,
T01846,NGO009,38887.18,12.03,47.52,0.15,False,15,0,
T01847,NGO009,48862.62,6.65,40.4,0.1,False,14,0,
T01848,NGO009,17003.73,2.18,43.76,0.12,False,8,0,
T01849,NGO009,29190.1,5.76,39.89,0.09,False,12,0,
T01850,NGO009,12414.51,0.15,47.95,0.1,False,15,0,
T01851,NGO009,16714.65,9.67,43.41,0.12,False,13,0,
T01852,NGO009,16716.4,5.86,49.48,0.12,False,9,0,
T01853,NGO009,15442.91,6.64,43.73,0.1,False,13,0,
T01854,NGO009,18235.78,4.36,44.87,0.11,False,10,0,
T01855,NGO009,8836.22,5.17,44.0,0.11,False,11,0,
T01856,NGO009,11761.44,3.99,48.22,0.1,False,10,0,
T01857,NGO009,11169.01,3.95,43.47,0.09,False,9,0,
T01858,NGO009,8792.81,8.06,47.77,0.1,False,14,0,
T01859,NGO009,13231.02,5.38,48.92,0.14,False,12,0,
T01860,NGO009,11533.66,9.49,47.82,0.08,False,10,0,
T01861,NGO009,19458.36,2.05,48.1,0.09,False,12,0,
T01862,NGO009,7821.74,3.94,332.45,0.08,False,12,1,Unusually slow bill verification for this NGO (332h)
T01863,NGO009,33332.27,6.85,47.18,0.12,False,17,0,
T01864,NGO009,5584.36,3.08,42.43,0.13,False,10,0,
T01865,NGO009,26268.38,9.24,42.6,0.08,False,16,0,
T01866,NGO009,23288.37,8.51,45.61,0.15,False,12,0,
T01867,NGO009,7109.59,3.94,43.08,0.09,False,10,0,
T01868,NGO009,12167.83,3.43,42.5,0.17,False,12,0,
T01869,NGO009,12104.56,3.91,44.89,0.12,False,8,0,
T01870,NGO009,22083.16,1.14,42.91,0.12,False,10,0,
T01871,NGO009,39892.02,1.91,50.19,0.1,False,13,0,
T01872,NGO009,8975.99,5.23,41.57,0.12,False,10,0,
T01873,NGO009,8593.09,6.31,45.86,0.07,False,15,0,
T01874,NGO009,13107.24,6.21,48.3,0.06,False,10,0,
T01875,NGO009,23821.56,4.96,47.87,0.14,False,11,0,
T01876,NGO009,25242.75,10.45,44.48,0.14,False,8,0,
T01877,NGO009,11284.68,5.55,38.65,0.11,False,14,0,
T01878,NGO009,17560.8,12.29,43.74,0.1,False,11,0,
T01879,NGO009,23141.55,2.92,46.94,0.12,False,14,0,
T01880,NGO009,14762.98,8.41,50.0,0.1,False,11,0,
T01881,NGO009,29705.86,7.15,38.09,0.11,False,11,0,
T01882,NGO009,21926.45,6.72,41.89,0.1,False,15,0,
T01883,NGO009,23009.21,8.41,44.82,0.13,False,11,0,
T01884,NGO009,12933.65,0.74,48.5,0.11,False,13,0,
T01885,NGO009,30058.91,8.27,48.37,0.1,False,11,0,
T01886,NGO009,10880.25,3.99,42.89,0.14,False,5,0,
T01887,NGO009,14824.79,3.76,41.12,0.15,False,14,0,
T01888,NGO009,6679.81,1.67,45.41,0.15,False,13,0,
T01889,NGO009,11709.86,7.72,40.11,0.14,False,10,0,
T01890,NGO009,9492.71,4.1,44.03,0.07,False,14,0,
T01891,NGO009,14420.79,9.23,45.1,0.13,False,17,0,
T01892,NGO009,11808.68,6.76,43.06,0.15,False,12,0,
T01893,NGO009,36112.3,0.98,46.27,0.11,False,15,0,
T01894,NGO009,10832.02,6.93,44.1,0.08,False,9,0,
T01895,NGO009,6099.99,9.02,48.93,0.1,False,12,0,
T01896,NGO009,20936.98,3.71,48.02,0.13,False,5,0,
T01897,NGO009,11379.51,6.58,43.45,0.07,False,9,0,
T01898,NGO009,38533.95,1.79,46.46,0.11,False,16,0,
T01899,NGO009,18424.99,5.87,36.27,0.15,False,14,0,
T01900,NGO009,19563.14,9.13,43.27,0.11,False,8,0,
T01901,NGO009,22222.61,5.4,46.23,0.08,False,10,0,
T01902,NGO009,18586.57,2.06,45.91,0.09,False,11,0,
T01903,NGO009,10214.98,8.9,45.21,0.09,False,12,0,
T01904,NGO009,21355.54,7.46,50.23,0.12,False,14,0,
T01905,NGO009,9320.4,2.74,43.01,0.14,False,8,0,
T01906,NGO009,20274.45,2.32,46.32,0.05,False,14,0,
T01907,NGO009,12138.42,5.45,41.62,0.15,False,9,0,
T01908,NGO009,34212.86,8.76,48.43,0.12,False,10,0,
T01909,NGO009,15666.95,4.77,41.44,0.03,False,9,0,
T01910,NGO009,30092.73,6.5,43.93,0.05,False,15,0,
T01911,NGO009,5605.96,13.08,51.92,0.11,False,9,0,
T01912,NGO009,27716.26,7.24,42.07,0.1,False,16,0,
T01913,NGO009,23473.66,7.53,45.9,0.13,False,11,0,
T01914,NGO009,18002.54,0.18,44.27,0.1,False,13,0,
T01915,NGO009,28334.95,7.65,47.59,0.05,False,12,0,
T01916,NGO009,13987.77,8.27,43.99,0.13,False,7,0,
T01917,NGO009,21292.55,5.87,47.83,0.06,False,11,0,
T01918,NGO009,15266.38,8.35,47.89,0.07,False,20,0,
T01919,NGO009,23659.5,7.73,46.63,0.14,False,16,0,
T01920,NGO009,15215.39,5.14,47.99,0.09,False,11,0,
T01921,NGO009,26191.31,2.3,53.26,0.15,False,12,0,
T01922,NGO009,16402.43,3.17,47.08,0.11,False,3,1,Disbursement created at unusual hour (3:00)
T01923,NGO009,14491.15,9.41,44.05,0.11,False,16,0,
T01924,NGO009,15620.56,5.27,46.62,0.1,False,10,0,
T01925,NGO009,33052.25,5.69,42.53,0.13,False,12,0,
T01926,NGO009,22954.64,2.34,44.25,0.07,False,11,0,
T01927,NGO009,15892.58,1.9,46.06,0.15,False,13,0,
T01928,NGO009,25462.03,4.23,51.0,0.09,False,13,0,
T01929,NGO009,10991.02,8.35,47.24,0.13,False,18,0,
T01930,NGO009,16419.97,4.02,45.83,0.1,False,8,0,
T01931,NGO009,13773.22,4.96,43.18,0.08,False,11,0,
T01932,NGO009,7698.74,10.42,44.12,0.09,False,14,0,
T01933,NGO009,31177.9,11.5,39.8,0.07,False,10,0,
T01934,NGO009,12602.48,3.64,41.94,0.11,False,14,0,
T01935,NGO009,10964.75,0.53,42.13,0.09,False,12,0,
T01936,NGO009,8766.41,3.27,44.11,0.05,False,12,0,
T01937,NGO009,14996.54,3.4,47.83,0.12,False,12,0,
T01938,NGO009,10523.68,7.24,46.04,0.14,False,15,0,
T01939,NGO009,21010.98,8.74,45.51,0.13,False,10,0,
T01940,NGO009,12681.26,7.17,46.37,0.07,False,17,0,
T01941,NGO009,18513.68,3.83,55.25,0.12,False,12,0,
T01942,NGO009,12289.39,6.45,49.51,0.14,False,14,0,
T01943,NGO009,34943.15,6.76,41.09,0.12,False,17,0,
T01944,NGO009,34661.32,7.03,45.38,0.17,False,14,0,
T01945,NGO009,33902.49,4.23,42.53,0.11,False,12,0,
T01946,NGO009,23319.17,11.91,42.91,0.07,False,9,0,
T01947,NGO009,18598.41,5.24,41.78,0.06,False,12,0,
T01948,NGO009,27909.16,5.69,41.28,0.1,False,13,0,
T01949,NGO009,14592.42,5.52,47.67,0.13,False,14,0,
T01950,NGO009,13986.45,6.92,44.44,0.1,False,16,0,
T01951,NGO009,10312.52,3.93,45.47,0.08,False,12,0,
T01952,NGO009,14533.42,4.53,44.81,0.09,False,14,0,
T01953,NGO009,20111.3,7.71,42.8,0.15,False,12,0,
T01954,NGO009,37858.17,10.86,44.16,0.09,False,13,0,
T01955,NGO009,13817.73,8.52,45.67,0.12,False,12,0,
T01956,NGO009,13519.53,5.94,41.25,0.12,False,12,0,
T01957,NGO009,14076.01,7.04,38.57,0.1,False,7,0,
T01958,NGO009,8395.35,9.98,37.07,0.15,False,12,0,
T01959,NGO009,7616.34,7.78,43.95,0.13,False,15,0,
T01960,NGO009,6501.6,4.09,40.19,0.12,False,6,0,
T01961,NGO009,46840.73,8.49,42.89,0.09,False,14,0,
T01962,NGO009,20756.78,5.88,37.33,0.17,False,14,0,
T01963,NGO009,15000.0,6.37,48.97,0.1,True,9,1,"Round-number amount, possible structuring"
T01964,NGO009,14929.52,4.61,49.38,0.14,False,13,0,
T01965,NGO009,8695.89,6.21,44.82,0.06,False,12,0,
T01966,NGO009,11843.89,4.12,48.74,0.08,False,13,0,
T01967,NGO009,10647.15,14.5,44.05,0.1,False,15,0,
T01968,NGO009,10693.22,7.78,48.89,0.16,False,13,0,
T01969,NGO009,21155.97,8.73,46.14,0.16,False,12,0,
T01970,NGO009,21449.81,5.88,49.71,0.1,False,15,0,
T01971,NGO009,15522.55,8.97,38.88,0.11,False,15,0,
T01972,NGO009,8079.84,6.87,46.3,0.12,False,10,0,
T01973,NGO009,11819.58,3.55,50.07,0.08,False,14,0,
T01974,NGO009,54215.01,7.88,49.22,0.09,False,16,0,
T01975,NGO009,30883.56,7.24,40.68,0.11,False,6,0,
T01976,NGO009,24164.8,9.76,44.84,0.14,False,16,0,
T01977,NGO009,11471.7,9.27,41.76,0.11,False,9,0,
T01978,NGO009,17486.69,2.45,49.93,0.14,False,12,0,
T01979,NGO009,12153.5,7.42,43.58,0.15,False,13,0,
T01980,NGO009,29531.93,4.23,46.1,0.62,False,14,1,NGO has unusually high pending/unverified disbursement ratio (62%)
T01981,NGO009,13487.33,2.7,46.25,0.12,False,8,0,
T01982,NGO009,24848.45,6.83,41.41,0.05,False,16,0,
T01983,NGO009,9154.08,10.76,43.29,0.06,False,16,0,
T01984,NGO009,22621.76,3.84,44.81,0.11,False,12,0,
T01985,NGO009,34442.68,1.25,47.94,0.07,False,20,0,
T01986,NGO009,37585.5,6.23,46.59,0.09,False,10,0,
T01987,NGO009,7696.43,6.31,44.64,0.08,False,16,0,
T01988,NGO009,8031.09,7.82,43.82,0.06,False,18,0,
T01989,NGO009,13190.77,8.18,44.68,0.1,False,14,0,
T01990,NGO009,23433.55,8.77,41.6,0.11,False,11,0,
T01991,NGO009,16378.06,7.27,50.41,0.12,False,8,0,
T01992,NGO009,15559.96,5.63,46.95,0.12,False,16,0,
T01993,NGO009,17134.03,6.99,42.18,0.1,False,14,0,
T01994,NGO009,15032.74,13.88,50.15,0.09,False,7,0,
T01995,NGO009,8230.87,4.83,40.56,0.11,False,12,0,
T01996,NGO009,19444.17,4.05,43.39,0.15,False,14,0,
T01997,NGO009,9614.74,6.92,49.0,0.07,False,15,0,
T01998,NGO009,14441.87,3.65,47.24,0.15,False,12,0,
T01999,NGO009,21970.18,7.47,44.84,0.06,False,15,0,
T02000,NGO009,15976.29,5.74,47.35,0.07,False,15,0,
T02001,NGO009,17363.1,11.58,45.49,0.11,False,15,0,
T02002,NGO009,17839.19,2.21,47.31,0.15,False,10,0,
